"","V1","V2"
"11378","riesengroßer","0.004"
"11379","riesengroßes","0.004"
"11380","riesengroßerem","0.004"
"11381","riesengroße","0.004"
"11382","riesengroßeren","0.004"
"11383","riesengroßen","0.004"
"11384","riesengroßem","0.004"
"11385","riesengroßeres","0.004"
"11386","riesengroßerer","0.004"
"11387","riesengroßst","0.004"
"11388","riesengroßstes","0.004"
"11389","riesengroßster","0.004"
"11390","riesengroßstem","0.004"
"11391","riesengroßsten","0.004"
"11392","riesengroßste","0.004"
"11393","riesengroßere","0.004"
"11394","riesigste","0.4554"
"11395","riesigen","0.4554"
"11396","riesigstes","0.4554"
"11397","riesigem","0.4554"
"11398","riesigster","0.4554"
"11399","riesigst","0.4554"
"11400","riesige","0.4554"
"11401","riesigeren","0.4554"
"11402","riesigerem","0.4554"
"11403","riesigerer","0.4554"
"11404","riesigeres","0.4554"
"11405","riesigsten","0.4554"
"11406","riesigere","0.4554"
"11407","riesigstem","0.4554"
"11408","riesiger","0.4554"
"11409","riesiges","0.4554"
"11410","robustester","0.0968"
"11411","robustes","0.0968"
"11412","robustestes","0.0968"
"11413","robuster","0.0968"
"11414","robustest","0.0968"
"11415","robusteste","0.0968"
"11416","robusten","0.0968"
"11417","robustem","0.0968"
"11418","robusterem","0.0968"
"11419","robusteren","0.0968"
"11420","robustestem","0.0968"
"11421","robustesten","0.0968"
"11422","robustere","0.0968"
"11423","robusteres","0.0968"
"11424","robuste","0.0968"
"11425","robusterer","0.0968"
"11426","rosarotstes","0.004"
"11427","rosaroten","0.004"
"11428","rosarotster","0.004"
"11429","rosarotem","0.004"
"11430","rosarotste","0.004"
"11431","rosaroter","0.004"
"11432","rosarotsten","0.004"
"11433","rosarotstem","0.004"
"11434","rosarotes","0.004"
"11435","rosarotst","0.004"
"11436","rosarote","0.004"
"11437","rosaroterem","0.004"
"11438","rosarotere","0.004"
"11439","rosaroteren","0.004"
"11440","rosaroteres","0.004"
"11441","rosaroterer","0.004"
"11442","rosigste","0.0755"
"11443","rosiger","0.0755"
"11444","rosigster","0.0755"
"11445","rosigstes","0.0755"
"11446","rosiges","0.0755"
"11447","rosigst","0.0755"
"11448","rosigere","0.0755"
"11449","rosigeren","0.0755"
"11450","rosigerem","0.0755"
"11451","rosigeres","0.0755"
"11452","rosigerer","0.0755"
"11453","rosige","0.0755"
"11454","rosigem","0.0755"
"11455","rosigen","0.0755"
"11456","rosigsten","0.0755"
"11457","rosigstem","0.0755"
"11458","ruhmreiches","0.004"
"11459","ruhmreicher","0.004"
"11460","ruhmreichster","0.004"
"11461","ruhmreichstes","0.004"
"11462","ruhmreichere","0.004"
"11463","ruhmreicheren","0.004"
"11464","ruhmreicherem","0.004"
"11465","ruhmreicherer","0.004"
"11466","ruhmreichste","0.004"
"11467","ruhmreicheres","0.004"
"11468","ruhmreichst","0.004"
"11469","ruhmreiche","0.004"
"11470","ruhmreichem","0.004"
"11471","ruhmreichen","0.004"
"11472","ruhmreichstem","0.004"
"11473","ruhmreichsten","0.004"
"11474","rückhaltloseres","0.004"
"11475","rückhaltloseste","0.004"
"11476","rückhaltlose","0.004"
"11477","rückhaltloserem","0.004"
"11478","rückhaltlosest","0.004"
"11479","rückhaltloseren","0.004"
"11480","rückhaltloserer","0.004"
"11481","rückhaltloser","0.004"
"11482","rückhaltloses","0.004"
"11483","rückhaltlosestem","0.004"
"11484","rückhaltlosesten","0.004"
"11485","rückhaltlosem","0.004"
"11486","rückhaltlosere","0.004"
"11487","rückhaltlosestes","0.004"
"11488","rückhaltlosen","0.004"
"11489","rückhaltlosester","0.004"
"11490","rücksichtsvollem","0.004"
"11491","rücksichtsvollerem","0.004"
"11492","rücksichtsvollere","0.004"
"11493","rücksichtsvolleren","0.004"
"11494","rücksichtsvollen","0.004"
"11495","rücksichtsvollerer","0.004"
"11496","rücksichtsvollste","0.004"
"11497","rücksichtsvollsten","0.004"
"11498","rücksichtsvollstem","0.004"
"11499","rücksichtsvollster","0.004"
"11500","rücksichtsvollstes","0.004"
"11501","rücksichtsvolle","0.004"
"11502","rücksichtsvolleres","0.004"
"11503","rücksichtsvollst","0.004"
"11504","rücksichtsvoller","0.004"
"11505","rücksichtsvolles","0.004"
"11506","rückversicherst","0.004"
"11507","rückversichert","0.004"
"11508","rückversichere","0.004"
"11509","rückversicherten","0.004"
"11510","rückversicherte","0.004"
"11511","rückversichertet","0.004"
"11512","rückversicher","0.004"
"11513","rückversicheren","0.004"
"11514","rückversichertest","0.004"
"11515","rührigem","0.004"
"11516","rührigst","0.004"
"11517","rührigen","0.004"
"11518","rühriger","0.004"
"11519","rührigstem","0.004"
"11520","rührigsten","0.004"
"11521","rührigerem","0.004"
"11522","rührigster","0.004"
"11523","rührigstes","0.004"
"11524","rührigere","0.004"
"11525","rührigeres","0.004"
"11526","rührige","0.004"
"11527","rührigerer","0.004"
"11528","rühriges","0.004"
"11529","rührigste","0.004"
"11530","rührigeren","0.004"
"11531","sachgemäßen","0.004"
"11532","sachgemäßer","0.004"
"11533","sachgemäße","0.004"
"11534","sachgemäßere","0.004"
"11535","sachgemäßes","0.004"
"11536","sachgemäßstem","0.004"
"11537","sachgemäßsten","0.004"
"11538","sachgemäßst","0.004"
"11539","sachgemäßster","0.004"
"11540","sachgemäßstes","0.004"
"11541","sachgemäßeren","0.004"
"11542","sachgemäßerem","0.004"
"11543","sachgemäßste","0.004"
"11544","sachgemäßeres","0.004"
"11545","sachgemäßerer","0.004"
"11546","sachgemäßem","0.004"
"11547","sagenhaftest","0.0907"
"11548","sagenhaftere","0.0907"
"11549","sagenhaftem","0.0907"
"11550","sagenhaften","0.0907"
"11551","sagenhafterer","0.0907"
"11552","sagenhafte","0.0907"
"11553","sagenhafteres","0.0907"
"11554","sagenhafter","0.0907"
"11555","sagenhaftes","0.0907"
"11556","sagenhaftester","0.0907"
"11557","sagenhaftestes","0.0907"
"11558","sagenhafteste","0.0907"
"11559","sagenhafteren","0.0907"
"11560","sagenhafterem","0.0907"
"11561","sagenhaftestem","0.0907"
"11562","sagenhaftesten","0.0907"
"11563","sanfte","0.338"
"11564","sanftestem","0.338"
"11565","sanftesten","0.338"
"11566","sanfteste","0.338"
"11567","sanftester","0.338"
"11568","sanftestes","0.338"
"11569","sanften","0.338"
"11570","sanfterer","0.338"
"11571","sanftem","0.338"
"11572","sanfteres","0.338"
"11573","sanftere","0.338"
"11574","sanfterem","0.338"
"11575","sanftes","0.338"
"11576","sanfter","0.338"
"11577","sanfteren","0.338"
"11578","sanftest","0.338"
"11579","satten","0.3557"
"11580","satteren","0.3557"
"11581","sattem","0.3557"
"11582","satterem","0.3557"
"11583","sattes","0.3557"
"11584","satteste","0.3557"
"11585","satter","0.3557"
"11586","satterer","0.3557"
"11587","sattest","0.3557"
"11588","satteres","0.3557"
"11589","satte","0.3557"
"11590","sattester","0.3557"
"11591","sattestes","0.3557"
"11592","sattestem","0.3557"
"11593","sattesten","0.3557"
"11594","sattere","0.3557"
"11595","saubreren","0.3553"
"11596","saubrerem","0.3553"
"11597","sauberst","0.3553"
"11598","saubersten","0.3553"
"11599","sauberstem","0.3553"
"11600","sauberstes","0.3553"
"11601","sauberster","0.3553"
"11602","saubereren","0.3553"
"11603","saubererem","0.3553"
"11604","saubere","0.3553"
"11605","sauberem","0.3553"
"11606","saubrere","0.3553"
"11607","sauberen","0.3553"
"11608","saubererer","0.3553"
"11609","saubereres","0.3553"
"11610","sauberer","0.3553"
"11611","sauberere","0.3553"
"11612","sauberes","0.3553"
"11613","saubrer","0.3553"
"11614","saubreres","0.3553"
"11615","saubrerer","0.3553"
"11616","sauberste","0.3553"
"11617","schaffest","0.004"
"11618","schafften","0.004"
"11619","schafftest","0.004"
"11620","schaffst","0.004"
"11621","schaffte","0.004"
"11622","schaffet","0.004"
"11623","geschafft","0.004"
"11624","schafft","0.004"
"11625","schaffe","0.004"
"11626","schafftet","0.004"
"11627","schaff","0.004"
"11628","schärferes","0.2248"
"11629","schärfst","0.2248"
"11630","scharfen","0.2248"
"11631","schärferer","0.2248"
"11632","scharfem","0.2248"
"11633","schärfstes","0.2248"
"11634","scharfes","0.2248"
"11635","schärfster","0.2248"
"11636","scharfer","0.2248"
"11637","schärferen","0.2248"
"11638","schärfste","0.2248"
"11639","scharfe","0.2248"
"11640","schärferem","0.2248"
"11641","schärfsten","0.2248"
"11642","schärfstem","0.2248"
"11643","schärfer","0.2248"
"11644","schärfere","0.2248"
"11645","schenkten","0.204"
"11646","schenkst","0.204"
"11647","schenkte","0.204"
"11648","schenktest","0.204"
"11649","schenkest","0.204"
"11650","geschenkt","0.204"
"11651","schenktet","0.204"
"11652","schenket","0.204"
"11653","schenke","0.204"
"11654","schenk","0.204"
"11655","schenkt","0.204"
"11656","schickstes","0.3372"
"11657","schickst","0.3372"
"11658","schickeren","0.3372"
"11659","schickerem","0.3372"
"11660","schickste","0.3372"
"11661","schickstem","0.3372"
"11662","schicksten","0.3372"
"11663","schickster","0.3372"
"11664","schicke","0.3372"
"11665","schickeres","0.3372"
"11666","schickem","0.3372"
"11667","schicken","0.3372"
"11668","schickere","0.3372"
"11669","schicker","0.3372"
"11670","schickerer","0.3372"
"11671","schickes","0.3372"
"11672","schillerst","0.004"
"11673","schillerte","0.004"
"11674","schilleren","0.004"
"11675","schillerten","0.004"
"11676","schillert","0.004"
"11677","schillere","0.004"
"11678","schiller","0.004"
"11679","schillertest","0.004"
"11680","geschillert","0.004"
"11681","schillertet","0.004"
"11682","schlagendes","0.004"
"11683","schlagender","0.004"
"11684","schlagendem","0.004"
"11685","schlagendst","0.004"
"11686","schlagendstes","0.004"
"11687","schlagenden","0.004"
"11688","schlagendste","0.004"
"11689","schlagendere","0.004"
"11690","schlagenderes","0.004"
"11691","schlagenderer","0.004"
"11692","schlagende","0.004"
"11693","schlagendster","0.004"
"11694","schlagenderen","0.004"
"11695","schlagenderem","0.004"
"11696","schlagendstem","0.004"
"11697","schlagendsten","0.004"
"11698","schlankerem","0.2349"
"11699","schlankere","0.2349"
"11700","schlankes","0.2349"
"11701","schlanker","0.2349"
"11702","schlankst","0.2349"
"11703","schlanken","0.2349"
"11704","schlankem","0.2349"
"11705","schlanksten","0.2349"
"11706","schlankstem","0.2349"
"11707","schlanke","0.2349"
"11708","schlankeren","0.2349"
"11709","schlankste","0.2349"
"11710","schlankeres","0.2349"
"11711","schlankerer","0.2349"
"11712","schlankstes","0.2349"
"11713","schlankster","0.2349"
"11714","schlauestes","0.341"
"11715","schlauester","0.341"
"11716","schlaue","0.341"
"11717","schlauesten","0.341"
"11718","schlauerer","0.341"
"11719","schlaueres","0.341"
"11720","schlauestem","0.341"
"11721","schlaust","0.341"
"11722","schlauen","0.341"
"11723","schlauem","0.341"
"11724","schlauerem","0.341"
"11725","schlaues","0.341"
"11726","schlauer","0.341"
"11727","schlauere","0.341"
"11728","schlaueren","0.341"
"11729","schlauster","0.341"
"11730","schlaustes","0.341"
"11731","schlaueste","0.341"
"11732","schlauest","0.341"
"11733","schlausten","0.341"
"11734","schlauste","0.341"
"11735","schlaustem","0.341"
"11736","schlüssigstes","0.0809"
"11737","schlüssigster","0.0809"
"11738","schlüssigst","0.0809"
"11739","schlüssigsten","0.0809"
"11740","schlüssiges","0.0809"
"11741","schlüssigeren","0.0809"
"11742","schlüssigerem","0.0809"
"11743","schlüssiger","0.0809"
"11744","schlüssige","0.0809"
"11745","schlüssigere","0.0809"
"11746","schlüssigeres","0.0809"
"11747","schlüssigerer","0.0809"
"11748","schlüssigen","0.0809"
"11749","schlüssigste","0.0809"
"11750","schlüssigem","0.0809"
"11751","schlüssigstem","0.0809"
"11752","schmackhaftere","0.217"
"11753","schmackhaftest","0.217"
"11754","schmackhaften","0.217"
"11755","schmackhafterem","0.217"
"11756","schmackhafteren","0.217"
"11757","schmackhafteres","0.217"
"11758","schmackhafte","0.217"
"11759","schmackhaftem","0.217"
"11760","schmackhaftestes","0.217"
"11761","schmackhaftester","0.217"
"11762","schmackhafterer","0.217"
"11763","schmackhafteste","0.217"
"11764","schmackhaftesten","0.217"
"11765","schmackhaftestem","0.217"
"11766","schmackhafter","0.217"
"11767","schmackhaftes","0.217"
"11768","schmuckere","0.004"
"11769","schmuckerer","0.004"
"11770","schmuckeres","0.004"
"11771","schmuckste","0.004"
"11772","schmucken","0.004"
"11773","schmuckem","0.004"
"11774","schmucke","0.004"
"11775","schmuckes","0.004"
"11776","schmucker","0.004"
"11777","schmuckstes","0.004"
"11778","schmuckster","0.004"
"11779","schmuckst","0.004"
"11780","schmuckerem","0.004"
"11781","schmucksten","0.004"
"11782","schmuckstem","0.004"
"11783","schmuckeren","0.004"
"11784","schmückst","0.004"
"11785","schmücktest","0.004"
"11786","schmückte","0.004"
"11787","schmückt","0.004"
"11788","schmücke","0.004"
"11789","schmücket","0.004"
"11790","schmückten","0.004"
"11791","schmückest","0.004"
"11792","schmücktet","0.004"
"11793","schmück","0.004"
"11794","geschmückt","0.004"
"11795","schnelles","0.1169"
"11796","schneller","0.1169"
"11797","schnellen","0.1169"
"11798","schnelleres","0.1169"
"11799","schnellerer","0.1169"
"11800","schnellste","0.1169"
"11801","schnellem","0.1169"
"11802","schnelleren","0.1169"
"11803","schnellerem","0.1169"
"11804","schnelle","0.1169"
"11805","schnellere","0.1169"
"11806","schnellstem","0.1169"
"11807","schnellsten","0.1169"
"11808","schnellster","0.1169"
"11809","schnellstes","0.1169"
"11810","schnellst","0.1169"
"11811","schuldlosere","0.004"
"11812","schuldloseste","0.004"
"11813","schuldlose","0.004"
"11814","schuldlosest","0.004"
"11815","schuldlosem","0.004"
"11816","schuldlosestes","0.004"
"11817","schuldlosester","0.004"
"11818","schuldlosen","0.004"
"11819","schuldloserer","0.004"
"11820","schuldlosesten","0.004"
"11821","schuldloses","0.004"
"11822","schuldloser","0.004"
"11823","schuldloseres","0.004"
"11824","schuldloseren","0.004"
"11825","schuldloserem","0.004"
"11826","schuldlosestem","0.004"
"11827","schwunghaftere","0.004"
"11828","schwunghaftestem","0.004"
"11829","schwunghaftesten","0.004"
"11830","schwunghafteren","0.004"
"11831","schwunghaften","0.004"
"11832","schwunghaftester","0.004"
"11833","schwunghaftem","0.004"
"11834","schwunghafterem","0.004"
"11835","schwunghaftestes","0.004"
"11836","schwunghafteste","0.004"
"11837","schwunghafter","0.004"
"11838","schwunghaftes","0.004"
"11839","schwunghafteres","0.004"
"11840","schwunghafte","0.004"
"11841","schwunghafterer","0.004"
"11842","schwunghaftest","0.004"
"11843","schätzet","0.1175"
"11844","schätz","0.1175"
"11845","schätzte","0.1175"
"11846","schätztet","0.1175"
"11847","schätzest","0.1175"
"11848","schätzt","0.1175"
"11849","geschätzt","0.1175"
"11850","schätze","0.1175"
"11851","schätzten","0.1175"
"11852","schätztest","0.1175"
"11853","schönerem","0.0081"
"11854","schöneren","0.0081"
"11855","schönste","0.0081"
"11856","schöneres","0.0081"
"11857","schönerer","0.0081"
"11858","schönst","0.0081"
"11859","schönere","0.0081"
"11860","schönstem","0.0081"
"11861","schönen","0.0081"
"11862","schönsten","0.0081"
"11863","schönem","0.0081"
"11864","schöne","0.0081"
"11865","schönes","0.0081"
"11866","schönstes","0.0081"
"11867","schöner","0.0081"
"11868","schönster","0.0081"
"11869","sehenswerterem","0.0947"
"11870","sehenswerteste","0.0947"
"11871","sehenswertestes","0.0947"
"11872","sehenswerteren","0.0947"
"11873","sehenswerte","0.0947"
"11874","sehenswerterer","0.0947"
"11875","sehenswerteres","0.0947"
"11876","sehenswerten","0.0947"
"11877","sehenswertem","0.0947"
"11878","sehenswertere","0.0947"
"11879","sehenswerter","0.0947"
"11880","sehenswertes","0.0947"
"11881","sehenswertest","0.0947"
"11882","sehenswertesten","0.0947"
"11883","sehenswertestem","0.0947"
"11884","sehenswertester","0.0947"
"11885","sensationellerer","0.086"
"11886","sensationellen","0.086"
"11887","sensationelleres","0.086"
"11888","sensationellst","0.086"
"11889","sensationelles","0.086"
"11890","sensationeller","0.086"
"11891","sensationellste","0.086"
"11892","sensationellere","0.086"
"11893","sensationelle","0.086"
"11894","sensationellster","0.086"
"11895","sensationellerem","0.086"
"11896","sensationellstes","0.086"
"11897","sensationelleren","0.086"
"11898","sensationellsten","0.086"
"11899","sensationellstem","0.086"
"11900","sensationellem","0.086"
"11901","sensibelstem","0.098"
"11902","sensibelst","0.098"
"11903","sensibelsten","0.098"
"11904","sensibelstes","0.098"
"11905","sensibelste","0.098"
"11906","sensibelster","0.098"
"11907","sensible","0.098"
"11908","sensibleren","0.098"
"11909","sensiblerem","0.098"
"11910","sensiblere","0.098"
"11911","sensibleres","0.098"
"11912","sensiblerer","0.098"
"11913","sensiblem","0.098"
"11914","sensiblen","0.098"
"11915","sensibles","0.098"
"11916","sensibler","0.098"
"11917","seriöserer","0.004"
"11918","seriösestem","0.004"
"11919","seriösesten","0.004"
"11920","seriöseres","0.004"
"11921","seriösester","0.004"
"11922","seriösestes","0.004"
"11923","seriöses","0.004"
"11924","seriösest","0.004"
"11925","seriöser","0.004"
"11926","seriöseste","0.004"
"11927","seriöse","0.004"
"11928","seriösem","0.004"
"11929","seriösen","0.004"
"11930","seriöserem","0.004"
"11931","seriösere","0.004"
"11932","seriöseren","0.004"
"11933","sexye","0.3453"
"11934","sexyeres","0.3453"
"11935","sexyste","0.3453"
"11936","sexyem","0.3453"
"11937","sexyerer","0.3453"
"11938","sexyen","0.3453"
"11939","sexyerem","0.3453"
"11940","sexyeren","0.3453"
"11941","sexyst","0.3453"
"11942","sexystem","0.3453"
"11943","sexysten","0.3453"
"11944","sexyster","0.3453"
"11945","sexystes","0.3453"
"11946","sexyere","0.3453"
"11947","sexyes","0.3453"
"11948","sexyer","0.3453"
"11949","sicheres","0.3733"
"11950","sicherer","0.3733"
"11951","sichrerem","0.3733"
"11952","sichreren","0.3733"
"11953","sichereren","0.3733"
"11954","sicheren","0.3733"
"11955","sichererem","0.3733"
"11956","sicherem","0.3733"
"11957","sicherste","0.3733"
"11958","sicherere","0.3733"
"11959","sichrere","0.3733"
"11960","sichrer","0.3733"
"11961","sichrerer","0.3733"
"11962","sichersten","0.3733"
"11963","sichreres","0.3733"
"11964","sicherstem","0.3733"
"11965","sicherster","0.3733"
"11966","sicherstes","0.3733"
"11967","sichere","0.3733"
"11968","sichererer","0.3733"
"11969","sichereres","0.3733"
"11970","sicherst","0.3733"
"11971","gesichert","0.004"
"11972","sichertet","0.004"
"11973","sicheren","0.004"
"11974","sicher","0.004"
"11975","sicherten","0.004"
"11976","sichert","0.004"
"11977","sichertest","0.004"
"11978","sichere","0.004"
"11979","sicherte","0.004"
"11980","sicherst","0.004"
"11981","sichergestellt","0.004"
"11982","sicherstelltest","0.004"
"11983","sicherstellet","0.004"
"11984","sicherstellest","0.004"
"11985","sicherstellten","0.004"
"11986","sicherstellte","0.004"
"11987","sicherstellt","0.004"
"11988","sicherstelle","0.004"
"11989","sicherstell","0.004"
"11990","sicherstelltet","0.004"
"11991","sicherstellst","0.004"
"11992","sichtbarster","0.004"
"11993","sichtbarstes","0.004"
"11994","sichtbare","0.004"
"11995","sichtbareren","0.004"
"11996","sichtbarstem","0.004"
"11997","sichtbarsten","0.004"
"11998","sichtbareres","0.004"
"11999","sichtbarerer","0.004"
"12000","sichtbarer","0.004"
"12001","sichtbarst","0.004"
"12002","sichtbarem","0.004"
"12003","sichtbarere","0.004"
"12004","sichtbaren","0.004"
"12005","sichtbarerem","0.004"
"12006","sichtbarste","0.004"
"12007","sichtbares","0.004"
"12008","simpelst","0.004"
"12009","simpelstem","0.004"
"12010","simpelsten","0.004"
"12011","simpelste","0.004"
"12012","simpelster","0.004"
"12013","simple","0.004"
"12014","simpelstes","0.004"
"12015","simplere","0.004"
"12016","simpleres","0.004"
"12017","simplerer","0.004"
"12018","simplen","0.004"
"12019","simpler","0.004"
"12020","simples","0.004"
"12021","simplem","0.004"
"12022","simpleren","0.004"
"12023","simplerem","0.004"
"12024","sinnvollem","0.004"
"12025","sinnvollste","0.004"
"12026","sinnvollen","0.004"
"12027","sinnvollst","0.004"
"12028","sinnvoller","0.004"
"12029","sinnvolles","0.004"
"12030","sinnvollstem","0.004"
"12031","sinnvollsten","0.004"
"12032","sinnvollstes","0.004"
"12033","sinnvollerer","0.004"
"12034","sinnvolleres","0.004"
"12035","sinnvollster","0.004"
"12036","sinnvollerem","0.004"
"12037","sinnvolleren","0.004"
"12038","sinnvollere","0.004"
"12039","sinnvolle","0.004"
"12040","solidst","0.004"
"12041","solidstem","0.004"
"12042","solidsten","0.004"
"12043","solidster","0.004"
"12044","solidstes","0.004"
"12045","soliden","0.004"
"12046","solide","0.004"
"12047","solideres","0.004"
"12048","soliderer","0.004"
"12049","solideren","0.004"
"12050","solidem","0.004"
"12051","soliderem","0.004"
"12052","solidere","0.004"
"12053","solider","0.004"
"12054","solidste","0.004"
"12055","solides","0.004"
"12056","solidarischstes","0.004"
"12057","solidarischster","0.004"
"12058","solidarischsten","0.004"
"12059","solidarischstem","0.004"
"12060","solidarischste","0.004"
"12061","solidarischst","0.004"
"12062","solidarisches","0.004"
"12063","solidarischer","0.004"
"12064","solidarische","0.004"
"12065","solidarischen","0.004"
"12066","solidarischeren","0.004"
"12067","solidarischerem","0.004"
"12068","solidarischeres","0.004"
"12069","solidarischem","0.004"
"12070","solidarischere","0.004"
"12071","solidarischerer","0.004"
"12072","sonnendurchflutetster","0.004"
"12073","sonnendurchflutetste","0.004"
"12074","sonnendurchfluteten","0.004"
"12075","sonnendurchflutetstes","0.004"
"12076","sonnendurchflutetem","0.004"
"12077","sonnendurchflutete","0.004"
"12078","sonnendurchflutetere","0.004"
"12079","sonnendurchfluteterer","0.004"
"12080","sonnendurchfluteterem","0.004"
"12081","sonnendurchfluteteren","0.004"
"12082","sonnendurchfluteteres","0.004"
"12083","sonnendurchfluteter","0.004"
"12084","sonnendurchflutetst","0.004"
"12085","sonnendurchflutetes","0.004"
"12086","sonnendurchflutetstem","0.004"
"12087","sonnendurchflutetsten","0.004"
"12088","sonnigstes","0.2244"
"12089","sonnigster","0.2244"
"12090","sonnigerem","0.2244"
"12091","sonnigst","0.2244"
"12092","sonnigere","0.2244"
"12093","sonnigstem","0.2244"
"12094","sonnige","0.2244"
"12095","sonnigsten","0.2244"
"12096","sonnigste","0.2244"
"12097","sonniges","0.2244"
"12098","sonniger","0.2244"
"12099","sonnigeren","0.2244"
"12100","sonnigen","0.2244"
"12101","sonnigeres","0.2244"
"12102","sonnigem","0.2244"
"12103","sonnigerer","0.2244"
"12104","sorgte","0.2234"
"12105","sorgst","0.2234"
"12106","sorgten","0.2234"
"12107","sorgt","0.2234"
"12108","gesorgt","0.2234"
"12109","sorgtet","0.2234"
"12110","sorgtest","0.2234"
"12111","sorg","0.2234"
"12112","sorget","0.2234"
"12113","sorgest","0.2234"
"12114","sorge","0.2234"
"12115","sorgenfreistem","0.004"
"12116","sorgenfreie","0.004"
"12117","sorgenfreier","0.004"
"12118","sorgenfreiem","0.004"
"12119","sorgenfreien","0.004"
"12120","sorgenfreisten","0.004"
"12121","sorgenfreistes","0.004"
"12122","sorgenfreister","0.004"
"12123","sorgenfreieren","0.004"
"12124","sorgenfreiste","0.004"
"12125","sorgenfreieres","0.004"
"12126","sorgenfreies","0.004"
"12127","sorgenfreierer","0.004"
"12128","sorgenfreist","0.004"
"12129","sorgenfreiere","0.004"
"12130","sorgenfreierem","0.004"
"12131","sorgfältige","0.2119"
"12132","sorgfältiges","0.2119"
"12133","sorgfältiger","0.2119"
"12134","sorgfältigeren","0.2119"
"12135","sorgfältigerem","0.2119"
"12136","sorgfältigerer","0.2119"
"12137","sorgfältigste","0.2119"
"12138","sorgfältigeres","0.2119"
"12139","sorgfältigst","0.2119"
"12140","sorgfältigen","0.2119"
"12141","sorgfältigere","0.2119"
"12142","sorgfältigstes","0.2119"
"12143","sorgfältigem","0.2119"
"12144","sorgfältigster","0.2119"
"12145","sorgfältigsten","0.2119"
"12146","sorgfältigstem","0.2119"
"12147","sorglose","0.004"
"12148","sorglosem","0.004"
"12149","sorglosere","0.004"
"12150","sorglosest","0.004"
"12151","sorglosestem","0.004"
"12152","sorgloseste","0.004"
"12153","sorglosen","0.004"
"12154","sorgloses","0.004"
"12155","sorgloser","0.004"
"12156","sorgloseres","0.004"
"12157","sorgloserer","0.004"
"12158","sorglosesten","0.004"
"12159","sorglosestes","0.004"
"12160","sorglosester","0.004"
"12161","sorgloserem","0.004"
"12162","sorgloseren","0.004"
"12163","sorgsamsten","0.004"
"12164","sorgsame","0.004"
"12165","sorgsamster","0.004"
"12166","sorgsamem","0.004"
"12167","sorgsamstes","0.004"
"12168","sorgsamen","0.004"
"12169","sorgsamer","0.004"
"12170","sorgsames","0.004"
"12171","sorgsamstem","0.004"
"12172","sorgsamere","0.004"
"12173","sorgsameres","0.004"
"12174","sorgsamerer","0.004"
"12175","sorgsamste","0.004"
"12176","sorgsamerem","0.004"
"12177","sorgsamst","0.004"
"12178","sorgsameren","0.004"
"12179","spannendste","0.7165"
"12180","spannender","0.7165"
"12181","spannendes","0.7165"
"12182","spannenderen","0.7165"
"12183","spannenderem","0.7165"
"12184","spannendst","0.7165"
"12185","spannenden","0.7165"
"12186","spannende","0.7165"
"12187","spannenderer","0.7165"
"12188","spannendem","0.7165"
"12189","spannenderes","0.7165"
"12190","spannendsten","0.7165"
"12191","spannendstem","0.7165"
"12192","spannendere","0.7165"
"12193","spannendstes","0.7165"
"12194","spannendster","0.7165"
"12195","sparet","0.004"
"12196","sparst","0.004"
"12197","sparten","0.004"
"12198","sparte","0.004"
"12199","spart","0.004"
"12200","sparest","0.004"
"12201","spare","0.004"
"12202","spartet","0.004"
"12203","gespart","0.004"
"12204","spar","0.004"
"12205","spartest","0.004"
"12206","sparsamem","0.0907"
"12207","sparsamen","0.0907"
"12208","sparsameren","0.0907"
"12209","sparsamstes","0.0907"
"12210","sparsamerem","0.0907"
"12211","sparsamer","0.0907"
"12212","sparsames","0.0907"
"12213","sparsameres","0.0907"
"12214","sparsame","0.0907"
"12215","sparsamerer","0.0907"
"12216","sparsamste","0.0907"
"12217","sparsamst","0.0907"
"12218","sparsamere","0.0907"
"12219","sparsamstem","0.0907"
"12220","sparsamsten","0.0907"
"12221","sparsamster","0.0907"
"12222","spaßiges","0.0969"
"12223","spaßiger","0.0969"
"12224","spaßigen","0.0969"
"12225","spaßigste","0.0969"
"12226","spaßigem","0.0969"
"12227","spaßigeren","0.0969"
"12228","spaßigerem","0.0969"
"12229","spaßigeres","0.0969"
"12230","spaßige","0.0969"
"12231","spaßigere","0.0969"
"12232","spaßigst","0.0969"
"12233","spaßigstes","0.0969"
"12234","spaßigerer","0.0969"
"12235","spaßigster","0.0969"
"12236","spaßigsten","0.0969"
"12237","spaßigstem","0.0969"
"12238","spektakulärstem","0.0925"
"12239","spektakulärsten","0.0925"
"12240","spektakulärster","0.0925"
"12241","spektakulärstes","0.0925"
"12242","spektakuläres","0.0925"
"12243","spektakulärste","0.0925"
"12244","spektakulärer","0.0925"
"12245","spektakulärem","0.0925"
"12246","spektakulären","0.0925"
"12247","spektakulärerem","0.0925"
"12248","spektakuläreren","0.0925"
"12249","spektakuläre","0.0925"
"12250","spektakulärere","0.0925"
"12251","spektakulärst","0.0925"
"12252","spektakuläreres","0.0925"
"12253","spektakulärerer","0.0925"
"12254","spendet","0.004"
"12255","spendetet","0.004"
"12256","spendete","0.004"
"12257","spendeten","0.004"
"12258","spend","0.004"
"12259","spendten","0.004"
"12260","gespendet","0.004"
"12261","spendte","0.004"
"12262","spende","0.004"
"12263","spendtet","0.004"
"12264","spendetest","0.004"
"12265","spendtest","0.004"
"12266","spendest","0.004"
"12267","speziellst","0.004"
"12268","speziellste","0.004"
